,first_keyword,second_keyword,associative_word
1222,ひと,ひとのこころ,なみだおちる-はかない
1223,ひと,ひとのこころがかわる,うみやま
1224,ひと,ひとのこころのかわるよのなか,あきのくれ-あきがくる-あわれ-いろみえる-ういみのとき-おとろえる-そでぬれる-たび-ちぎり-つきをみる-とりどり-はかないはねをならべるとりべやま-はなさく-はなもない-はねをならべるとりべやま-ひとつ-ほととぎす-みをしらない-みをしる-わがうえ
1225,ひと,ひとのこころのよのなか,はなをうらむ
1226,ひと,ひともある,かずそう
1227,ひと,ひとりねとかげ,かたしく
1228,ひと,ひとりねる,うらみわびる
1229,ひま,かすみのひま,はるあさい
1230,ひややか,ひややか,あきのほたる-みずのうきくさ
1231,ひややか,みずひややか,たきのなみ
1232,ひよし,かもひよし,あおいかつら
1233,ひらく,まどをひらく,なつごろも
1234,ふかい,ふかいよるのそら,ありあけ
1235,ふかい,よがふかい,くさまくら
1236,ふく,あきかぜがふく,なくきりぎりす-つゆふる-あさじがはら-はなすすき
1237,ふく,あらしふくやま,おおいがわかすむ
1238,ふく,つゆふくかぜ,むしなく
1239,ふく,はるかぜがふく,かすむ
1240,ふく,ふくかぜのあきのつゆ,ひぐらしのこえ
1241,ふく,ふくなみのうらかぜ,とりのなきたつ
1242,ふく,まつかぜがふく,くもうく-うい-たのむ
1243,ふく,まつふくかぜ,ちるはな
1244,ふける,あきふける,きぎのしたつゆ-さおじかのこえ-よわるむしのね-ころもうつおと-ありあけのつき
1245,ふける,つきふける,そでのつゆけさ
1246,ふける,はつかぜときのうはきいてあきふける,ひとはのこらないもみじ
1247,ふける,よがふける,まどろまない
1248,ふじ,かかるふじなみ,たごのながきひ-かすむみかさやま
1249,ふじ,ふじのたそがれ,はるのほととぎす
1250,ふじ,まつのふじなみ,つきいでる-ほととぎす
1251,ふで,ふでのあと,かすむあけのそほぶね
1252,ふね,おきのふね,うらのあさあけ
1253,ふね,なみのうきふね,てならい
1254,ふね,ふねのつなでなわ,しおがまのうら
1255,ふね,ふねひきのぼる,かえりみる
1256,ふゆ,ういふゆごもり,あさなあさな
1257,ふゆ,ふゆがれ,わがおもいぐさ
1258,ふゆ,ふゆこもるころ,うめがはるまつ
1259,ふる,あめがふる,みわがさき
1260,ふる,いけふる,あまのかぐやま
1261,ふる,しのにふるころ,ころもがひがたい
1262,ふる,つゆのふるみち,よわのつき
1263,ふる,ふる,つもるしらゆき-さみだれのころ
1264,ふる,ふるきみやこのはる,うちかすむ
1265,ふる,ふるでら,ともしびのもと-ともしびのかげ-いりあいのかね
1266,ふる,ふるみやのうち,つばくらめ
1267,ふる,みねのふるでら,はなさく
1268,ふるさと,おもうふるさと,たびのそら
1269,ふるさと,かえるふるさと,はるくれる-たびごろも
1270,ふるさと,すめるふるさと,おもう
1271,ふるさと,つゆのふるさと,あきかぜ
1272,ふるさと,とおきふるさと,たびごろも
1273,ふるさと,はるのふるさと,ながきひ
1274,ふるさと,ふるさと,たびのかなしさ-はなのひとえだ-おもいやるにもそで
1275,ふるさと,ふるさとのあき,かたみ
1276,ふるさと,ふるさとのつき,くさまくら-なくむし
1277,ふるさと,ふるさとびと,たびのそら
1278,へだたる,へだたる,まがきである
1279,ほし,さやかなほし,ももしきのにわ
1280,ほし,ほしをいただく,もののふがかぶとをきる
1281,ほそい,みちがほそい,はしのひとすじ
1282,ほたる,あきのほたる,はしいするそでひややか
1283,ほたる,とぶほたる,かぜのすずしさ-そでのすずしさ
1284,ほたる,ほたるとうくれ,つきはまだ
1285,ほたる,ほたるとぶそら,あきがくる
1286,ほたる,みだれてとぶほたる,みずのすずしさ
1287,ほとけ,ほとけとなえる,こもりいる
1288,ほととぎす,きくほととぎす,ありあけのそら
1289,ほととぎす,なくほととぎす,ありあけのつき-つきはありあけ-はなざかり-あまそそぎ
1290,ほととぎす,なけほととぎす,あめすぎる-くもまよう-みじかよ
1291,ほととぎす,ほととぎす,あかつきのそら-あけぼののそら-あけやすいころ-あめのさびしさ-あめのつれづれ-つきのありあけのころ-ありあけのそら-ありあけのつき-いけのふじなみ-おもかげにたつ-かたしきのそで-かえるさのみち-かおるたちばな-くさのいお-くものおちかた-さみだれのころ-しげるこずえ-すぎのこずえ-すぎるむらさめ-そそぎすてる-いまわとつきがかたむく-つきのさびしさ-におうたちばな-のきのたちばな-のちのたちばな-はなたちばな-ふねさしとめる-みじかよのそら-むらさめすぎる-むらさめがふる-むらさめのくも-むらさめのそら-やまのゆうぐれのそら-ながめるゆうぐれのそら-ゆめかうつつか-おちのとおやま-くさのまくらのあかつき-くらはしやま-こずえのふじのたそがれ-まくらくるしい
1292,ほととぎす,ほととぎすなく,なる
1293,ほととぎす,ほととぎすのひとこえ,はるのうぐいす
1294,ほととぎす,ほととぎすまくらのいずちすぎる,しずかなあめ
1295,ほととぎす,まつほととぎす,みじかよのつき
1296,ほととぎす,やまのほととぎす,みじかよのつき
1297,ほととぎす,やまほととぎす,あけやらない-あさみどり-あめはれる-ありあけ-かたおかのもり-このもと-はるすぎる-はなたちばな-はなちる-みじかよ-むらさめ-よわのつき-ふねにあかしのとまり-うぐいす-たちばな-はなさく-はなたちばな-はるくれる-みねこえる
1298,ほととぎす,ゆくほととぎす,そら
1299,ほととぎす,わけるほととぎす,ねざめのあかつきのやま
1300,ほど,ほどがしられる,いいしばかりにあき
1301,ほのか,ほのか,あきのはつかぜ-ところどころ
1302,ほのか,ほのかなきり,ころもうつおと
1303,ま,かぜのまにまに,くれるひ-なみかえる
1304,ま,なみのまにまに,ねざめがち
1305,ま,まつあいだ,ほととぎす
1306,まい,まいのそで,おばしまのおく
1307,まえ,まえわたり,さとのくさかり
1308,まがき,きりのまがき,あけはなれる
1309,まき,ふねのまきまき,いかがしよう
1310,まくら,あきのたまくら,はなすすき
1311,まくら,かりまくら,ふるさとのゆめ
1312,まくら,くさまくら,しるべおきいづるみち-きけばあらし-ながきよのゆめ-ふるさとのゆめ-ゆめのおもかげ
1313,まくら,たまくらのつき,ゆめさめる
1314,まくら,つゆのたまくら,おみなえし
1315,まくら,にいたまくら,はじかわす
1316,まくら,のにかりまくら,かたしきのゆめ
1317,まくら,ほととぎすまくらのいずちすぎる,しずかなあめ
1318,まくら,まくらさだめない,つきをみる
1319,まくら,まくらのうえ,つきのさやけさ
1320,まくら,まくらのゆめ,かりのこえ-ねるほととぎす
1321,まくら,ゆめのかりまくら,つきにいくたび-むさしののはら
1322,まくら,わかくさまくら,あきふける
1323,まさご,まさごはら,ことのはのみち
1324,まつ,あめをまつ,ときすぎるほととぎす
1325,まつ,いわがねのまつ,いそにふねにひぐれ
1326,まつ,すみよしのまつ,かきのやはたやま
1327,まつ,すみよしのまつとたのむ,あだなみがそでぬらす
1328,まつ,ただまつのかぜ,はつしぐれ
1329,まつ,だれをまつ,ゆうべ-よぶこどり
1330,まつ,つきまつ,かわるよのなか
1331,まつ,まつあいだ,ほととぎす
1332,まつ,まつかぜがふく,くもうく-うい-たのむ
1333,まつ,まつかぜのこえ,つきをみる-はなちる
1334,まつ,まつのひとむら,よがあける
1335,まつ,まつのひともと,みののおやま
1336,まつ,まつのふじなみ,つきいでる-ほととぎす
1337,まつ,まつふくかぜ,ちるはな
1338,まつ,まつほととぎす,みじかよのつき
1339,まつ,まつみえる,かえるかりがね
1340,まつ,まつをたよりに,たちかえる
1341,まつ,やまのまつかぜ,しばのいお-なかなか
1342,まつむし,だれをまつむしのなく,とうひともあらしのやまのあきのくれ
1343,まつむし,まつむしがなく,くさのはら-あきのくれ
1344,まつむし,まつむしのこえ,あらしのやま-つきのよ-なる-むらすすき
1345,まつむし,まつむしほのめく,あきのすずしさ
1346,まつり,おおはらまつり,はるのみやびと
1347,まつり,まつりするかみ,もりのこがくれ
1348,まど,こころがまどのうち,ともしびのかげ
1349,まど,まどをひらく,なつごろも
1350,まどい,まどいする,そでのかずかず
1351,まぼろし,まぼろし,こころづかい
1352,み,かぜがみにしみる,あきのそら
1353,み,みにしみる,そでにかける-つきさやか
1354,み,みのゆくえ,あかしくらす
1355,み,みをおもう,みよしののおく
1356,み,みをたのむな,いのち
1357,みぎ,ひだりみぎ,こころあらそううた
1358,みず,あきのさわみず,しぎなく
1359,みず,いけみず,こおりとけゆく
1360,みず,いさらいのみず,あけるよ
1361,みず,かけいにうけるみず,ここかしこ
1362,みず,かすみのうちのみずのみなかみ,こととう
1363,みず,さわみずのおと,ふねくだすふしみ
1364,みず,ながれるみず,よしのがわ
1365,みず,みずかげのさびしさ,かえる
1366,みず,みずこえる,なみのうきはし
1367,みず,みずににおうやまぶき,あめはれたはるのくれ
1368,みず,みずのおと,いずこにある
1369,みず,みずのさびあゆ,やなぎかげ
1370,みず,みずのすえみえる,くれるはしのひとすじ
1371,みず,みずのたえだえ,あさごおり
1372,みず,みずのひとすじ,たき
1373,みず,みずはすむ,あけがた
1374,みず,みずはれる,あけのそほぶね
1375,みず,みずひややか,たきのなみ
1376,みず,やまのいのみず,このもと
1377,みだれる,つゆがみだれる,あさぎり
1378,みだれる,つゆにみだれる,とぶほたる
1379,みち,いくえとよらのたけのしたみち,またつきあるゆきのはれる
1380,みち,かえるさのみち,なる
1381,みち,かすみにたどるみち,よぶこどり
1382,みち,かわぞいのみち,あかつき-わたしぶね
1383,みち,きりのしたみち,おとがする
1384,みち,このもとみち,かたしく
1385,みち,さとはなれたみち,かさなる
1386,みち,つきのたびのみち,のちのよのあき
1387,みち,つゆのふるみち,よわのつき
1388,みち,のちのよのみち,やまとうた
1389,みち,みちがほそい,はしのひとすじ
1390,みち,みちたえだえ,ゆきふる
1391,みち,みちである,かけはしのすえ
1392,みち,みちのかけはし,てらのかど-といよる
1393,みち,みちのすえ,たちやすらう
1394,みち,みちのつじうら,まちわびる
1395,みち,みちのひとすじ,はなれごま-ゆきつれる
1396,みち,みちのやすらい,さとのかたわら
1397,みち,やまのしたみち,ほととぎす-さおじかのこえ-しかなく
1398,みつぎ,はこぶみつぎ,くににしたがう-もろこしまでもしたがう
1399,みね,くもかかるみね,はなざかり
1400,みね,みねこえる,はるのかりがね
1401,みね,みねたかい,さおじかのこえ
1402,みね,みねのあきかぜ,かりなく
1403,みね,みねのいお,まつかぜのこえ
1404,みね,みねのかけはし,さるさけぶ
1405,みね,みねのくも,やまほととぎす
1406,みね,みねのしらゆき,のこる
1407,みね,みねのふるでら,はなさく
1408,みね,みねのゆき,としがくれる
1409,みや,いにしえのみや,はなさく
1410,みや,ふるみやのうち,つばくらめ
1411,みやこ,ふるきみやこのはる,うちかすむ
1412,みやこ,みやこがこいしい,なくほととぎす
1413,みやこ,みやこがとおい,あすかかぜ
1414,みやこ,みやこのつきにかえる,くさまくら
1415,みやごと,みやごともない,はながおとろえる
1416,みる,おしんではなをみる,そでのうめのか
1417,みる,おのえのはなをみる,かすみにくれる
1418,みる,つきをみる,あきかぜがふく
1419,みる,みるのもうい,もみじちるころ
1420,むかう,かたるばかりにむかうおもかげ,それでないこえ
1421,むかし,むかし,よもぎうのかげ
1422,むかし,むかしをいまの,ほととぎす
1423,むかし,むかしをおもうなみだ,あきはかなしい-くさのいお
1424,むさしの,とおきむさしの,くさまくら
1425,むし,しげきむしのね,よわのつき
1426,むし,むしなく,きりのしたみち
1427,むし,むしのこえ,あきふける-つゆがみだれる-ひとむらすすき
1428,むし,むしのこえごえ,こはぎはら-ふくかぜ
1429,むし,むしのね,ころもでのつゆ-ふるさとのあき
1430,むし,よわのむしのね,つきにかりまくら
1431,むしろ,さむしろ,なくきりぎりす
1432,むしろ,さむしろのつき,のきのまつ
1433,むね,むねのおもい,わがなみだ
1434,むらさめ,あきのむらさめ,つゆがうい
1435,むらさめ,かぜのむらさめ,ほととぎす
1436,むらさめ,すぎるむらさめ,ほととぎす
1437,むらさめ,はれるむらさめ,ひとこえのほととぎす
1438,むらさめ,ひとむらさめ,なくほととぎす
1439,むらさめ,むらさめ,なけほととぎす-よつのおのこえ
1440,むらさめ,むらさめがたつ,つゆにうつろう
1441,むらさめ,むらさめすぎる,ほととぎす
1442,むらさめ,むらさめのそら,やまのは-ほととぎす
1443,むらさめ,むらさめのはれゆくあとはあらし,ひにわたるふねのさむさ
1444,むれ,うちむれる,そでのいろいろ
1445,めずらしい,きくのもめずらしい,ほととぎす
1446,もしお,かくもしおぐさ,うみのなぎさにまつのはなおちる
1447,もず,もずのくさぐき,はしもみじ
1448,もと,かきのもとつば,みかわみず
1449,もと,かすむやまもと,みなせがわ
1450,もの,なきもの,ふるさとのはる
1451,もの,はるのもののね,あらればしりのよるのつき
1452,もの,ものおもうころ,いかなる-だれがうい
1453,もの,ものがなしき,あかつきづき
1454,もの,ものごと,はるあきのそら
1455,もの,ものさびしい,こえがきこえる
1456,もみじ,はなよもみじよ,やまとうた
1457,もみじ,もみじのにしき,ふるさと
1458,もみじ,もみじば,くむさかずき
1459,もり,かんなびのもり,あきのみむろやま
1460,もり,もりのしたくさ,はなれごま
1461,やしろ,よきのみやしろ,いずこにも
1462,やすらう,はなのかげにやすらう,はるのかえるさ
1463,やど,やどのうめ,のきのうぐいすのこえ
1464,やど,やどのうめのか,うぐいす
1465,やど,やどのゆうぐれ,はなのかげ
1466,やど,やどをかる,むらさめ
1467,やど,やどをとう,おもかげ
1468,やま,あきのやま,とわのふるみや
1469,やま,あけぼののやま,うぐいす-なる-ほととぎす-よこぐも
1470,やま,あらしふくやま,おおいがわかすむ
1471,やま,うしろのやま,みなみはのどか
1472,やま,うつのやま,つたのしたみち
1473,やま,うつのやまごえ,あきのかぜ
1474,やま,おくやまのかげ,うちとけて
1475,やま,おちかたのやま,わたのはら
1476,やま,おちのとおやま,かりなく
1477,やま,おやまだのすえ,しもがれ
1478,やま,おやまだのはら,あきふける
1479,やま,かくれがのやま,うずもれる-すててから-みよしの
1480,やま,かさなるやま,みねのくも
1481,やま,かすむはるのとおやま,ありあけのつき
1482,やま,かすむやまもと,みなせがわ
1483,やま,かつらぎのやま,たえだえ
1484,やま,さくらのかつらぎのやま,あさがすみたつ
1485,やま,しもすさまじいやま,まつあらわれる
1486,やま,ちかいやまざと,おもいやる
1487,やま,とおやまのあき,きのうみ
1488,やま,のこるやまかげ,かえる
1489,やま,はなのやまかぜ,はるになる
1490,やま,はるのやまざと,うぐいす
1491,やま,はるのやまでら,きさらぎのわかれをとう
1492,やま,みよしののやま,のどか
1493,やま,やまがくるしい,おいのさか
1494,やま,やまざくら,かすむあけぼの-はるのまつのえ-ゆくすえのはる
1495,やま,やまざと,あかつきのあめ
1496,やま,やまちかい,はなまちどおい
1497,やま,やまのいのみず,このもと
1498,やま,やまのおく,みねのまつかぜ
1499,やま,やまのかくれが,なる
1500,やま,やまのかげ,すまのうらなみ-はしのひとすじ-まつかぜがふく-みちのかけはし
1501,やま,やまのしたかげ,そよぐあきかぜ
1502,やま,やまのしたみち,ほととぎす-さおじかのこえ-しかなく
1503,やま,やまのはのつき,あきかぜ-あきふける
1504,やま,やまのほととぎす,みじかよのつき
1505,やま,やまのまつかぜ,しばのいお-なかなか
1506,やま,やまぶかい,たにのほそみち
1507,やま,やまほととぎす,あけやらない-あさみどり-あめはれる-ありあけ-かたおかのもり-このもと-はるすぎる-はなたちばな-はなちる-みじかよ-むらさめ-よわのつき-ふねにあかしのとまり-うぐいす-たちばな-はなさく-はなたちばな-はるくれる-みねこえる
1508,やま,やまもと,だれがこえる
1509,やま,やまもとのさと,かけはし
1510,やま,ゆうぐれのやま,ひとぐもり-みねのくも
1511,やまおろし,やまおろし,ふねにすまのうらなみ
1512,やまがつ,やまがつ,あさがおのはな
1513,やまがつ,やまがつのいお,けむりたてそえる
1514,やまと,やまとことのは,もろこし
1515,やまなし,やまなしのはな,おうのうらなみ
1516,やまぶき,きしのやまぶき,かわずなく
1517,やまぶき,みずににおうやまぶき,あめはれたはるのくれ
1518,やよい,やよいのあめ,ほととぎす
1519,ゆう,かすむゆうぐれ,つきので
1520,ゆう,はるのゆうぐれ,つきいでる
1521,ゆう,やどのゆうぐれ,はなのかげ
1522,ゆう,ゆうあらし,いりあいのかね
1523,ゆう,ゆうぐれのくも,しぐれる-ほととぎす-みねこえる
1524,ゆう,ゆうぐれのそら,なる-ほととぎす-やまざと-わがこころ
1525,ゆう,ゆうぐれのやま,ひとぐもり-みねのくも
1526,ゆう,ゆうしぐれ,くものむらむら
1527,ゆう,ゆうすずみ,あきかぜがふく
1528,ゆう,ゆうづくよ,おぼつかない
1529,ゆう,ゆうべ,いりあいのかね
1530,ゆう,ゆうべかぎる,おぎのうわかぜ
1531,ゆう,ゆうまぐれ,いりあいのかね-おぎのうわかぜ
1532,ゆうがお,ゆうがお,たそがれのそら
1533,ゆうがお,ゆうがおのちぎり,たそがれどき
1534,ゆうだち,ゆうだち,なみのおとがすずしい
1535,ゆうだち,ゆうだちのあと,いそぐ-くものとだえにほのめく
1536,ゆうつけどり,ゆうつけどりをきく,ふかいよる
1537,ゆき,うちのゆき,なみのうきふね
1538,ゆき,くさはのこらないゆきのしたおれ,のわきするにわにつき
1539,ゆき,けさのはつゆき,さえさえる-うずみび
1540,ゆき,こしのしらゆき,かえるかりがね
1541,ゆき,すだれをまけばゆき,よもすがら
1542,ゆき,みねのしらゆき,のこる
1543,ゆき,みねのゆき,としがくれる
1544,ゆき,ゆきがふりはれる,さゆるゆうかぜ
1545,ゆき,ゆききえる,うぐいすのこえ-こおりながれる
1546,ゆき,ゆきになる,いそがれる
1547,ゆき,ゆきのあけぼの,やまたかい
1548,ゆき,ゆきのあさあけ,うすがすみ
1549,ゆき,ゆきのうち,ふゆこもるころ
1550,ゆき,ゆきのなかぞら,ふきとふく
1551,ゆくえ,みのゆくえ,あかしくらす
1552,ゆくすえ,おいのゆくすえ,もりのしたくさ
1553,ゆくすえ,かぜのゆくすえ,うえおく
1554,ゆくすえ,つきのゆくすえ,しぐれる
1555,ゆくすえ,ゆくすえのそら,かえるさ-うえおく
1556,ゆめ,いにしえのゆめ,さよまくら
1557,ゆめ,かりのよるのゆめ,あしたのくも
1558,ゆめ,かりふしのゆめ,かねのこえ
1559,ゆめ,ただゆめのうち,まどろむ
1560,ゆめ,はるのよのゆめ,くさまくら
1561,ゆめ,まくらのゆめ,かりのこえ-ねるほととぎす
1562,ゆめ,みじかよのゆめ,しのびづま-なにわのあし
1563,ゆめ,ゆめさめる,やまかぜがふく
1564,ゆめ,ゆめのうきはし,いにしえ-みゆきする-なみだがわ-はるのよ-みねにわかれる
1565,ゆめ,ゆめのおもかげ,とこのうえ
1566,ゆめ,ゆめのかりまくら,つきにいくたび-むさしののはら
1567,ゆめ,よるのゆめ,いにしえのつき
1568,よ,あじけないよ,たのみおく
1569,よ,かわるよのなか,なつごろも
1570,よ,すてるよのなか,わびぬればおもう
1571,よ,のちのよのみち,やまとうた
1572,よ,ひとのこころのかわるよのなか,あきのくれ-あきがくる-あわれ-いろみえる-ういみのとき-おとろえる-そでぬれる-たび-ちぎり-つきをみる-とりどり-はかないはねをならべるとりべやま-はなさく-はなもない-はねをならべるとりべやま-ひとつ-ほととぎす-みをしらない-みをしる-わがうえ
1573,よ,ひとのこころのよのなか,はなをうらむ
1574,よ,よにながらえる,はなのひともと
1575,よ,よのなか,みをやすく
1576,よ,よのならい,よもぎうのかげ
1577,よ,よばかりかかる,つらいたまのお
1578,よ,よをいとう,すみぞめのそで
1579,よき,よきのみやしろ,いずこにも
1580,よこ,たなびくよこぐものそら,つきのこる
1581,よこ,よこぐもかすむ,ゆめのうきはし
1582,よこ,よこぐものそら,はるのよ
1583,よしの,みよしののおく,かげくれる-はなをみる-よぶこどり
1584,よしの,みよしののはな,うぐいすのこえ
1585,よしの,みよしののやま,のどか
1586,よしのがわ,よしのがわのはな,はるすぎる
1587,よど,よどのかわぶね,むらさめ-ほととぎす
1588,よぶこどり,よぶこどり,おぼつかない
1589,よもぎ,よもぎう,たらちねのあと
1590,よもぎ,よもぎうのかげ,きりぎりす
1591,よる,かりのよるのゆめ,あしたのくも
1592,よる,こころをつくすあめのよる,みがおいたほととぎす
1593,よる,つきがかすむよる,くもいをかえるかりがね
1594,よる,ふかいよるのそら,ありあけ
1595,よる,よるくむさかずき,つきのもと
1596,よる,よるのゆめ,いにしえのつき
1597,わかれる,わかれる,いのちである
1598,わかれる,わかれるたびはかなしい,あうひと
1599,わすれる,だれにわすれる,つらい
1600,わすれる,わすれるなよ,わかれである-ほどはくもい
1601,わたす,うちわたす,こまもすすまない
1602,わたる,あきふけわたる,かりなく
1603,わたる,わたるかりがね,ながいよ
1604,われ,われでなくなるのがうい,こけのとのゆうあらし
