,季節,季語,読み仮名,傍題
906,夏,鮴汁,ごりじる,
907,夏,サイダー,さいだー,冷しサイダー
908,夏,早乙女,さおとめ,植女・五月女
909,夏,鷺草,さぎそう,
910,夏,桜の実,さくらのみ,実桜
911,夏,さくらんぼ,さくらんぼ,桜桃の実・桜桃
912,夏,皐月,さつき,五月・早苗月
913,夏,さつき,さつき,杜鵑花・皐月・五月躑躅
914,夏,五月富士,さつきふじ,皐月富士・雪解富士・夏富士
915,夏,五月闇,さつきやみ,梅雨闇・夏闇
916,夏,早苗,さなえ,捨苗・苗篭・早苗束・苗運び・早苗取・早苗舟・若苗・玉苗
917,夏,早苗饗,さなぶり,
918,夏,鯖,さば,鯖釣・鯖火
919,夏,仙人掌の花,さぼてんのはな,覇王樹
920,夏,五月雨,さみだれ,五月雨・さみだる
921,夏,晒井,さらしい,井戸替・井戸浚
922,夏,沙羅双樹,さらそうじゅ,
923,夏,沙羅の花,さらのはな,夏椿・あからぎ・さるなめ・姫沙羅
924,夏,松蘿,さるおがせ,猿麻桛、さがりごけ
925,夏,百日紅,さるすべり,百日紅・白さるすべり・さるすべり
926,夏,サルビア,さるびあ,緋衣草
927,夏,サングラス,さんぐらす,
928,夏,三光鳥,さんこうちょう,
929,夏,三光鳥,さんこうちょう,
930,夏,山椒魚,さんしょううお,はんざき
931,夏,三社祭,さんじゃまつり,浅草祭
932,夏,撒水車,さんすいしゃ,
933,夏,三伏,さんぷく,初伏・中伏・末伏
934,夏,サーフィン,さーふぃん,波乗・サーファー・ボードデーリング・水上スキー
935,夏,石榴の花,ざくろのはな,花石榴
936,夏,椎の花,しいのはな,花椎
937,夏,椎若葉,しいわかば,椎茂る・青椎
938,夏,鹿の子,しかのこ,鹿の子・子鹿・親鹿
939,夏,茂り,しげり,茂る・茂み・茂し
940,夏,四十雀,しじゅうから,
941,夏,紫蘇,しそ,赤紫蘇・青紫蘇・花紫蘇
942,夏,滴り,したたり,
943,夏,七月,しちがつ,
944,夏,紙魚,しみ,衣魚・きらら・雲母虫
945,夏,清水,しみず,真清水・山清水・岩清水・苔清水・草清水
946,夏,繍線菊,しもつけ,
947,夏,著莪の花,しゃがのはな,胡蝶花
948,夏,尺蠖,しゃくとり,尺取虫・寸取虫
949,夏,石楠花,しゃくなげ,
950,夏,芍薬,しゃくやく,
951,夏,蝦蛄,しゃこ,
952,夏,秋櫻子忌,しゅうおうしき,喜雨亭忌・紫陽花忌・群青忌
953,夏,修司忌,しゅうじき,寺山忌・修司の忌
954,夏,楸邨忌,しゅうそんき,達谷忌
955,夏,棕櫚の花,しゅろのはな,椶櫚の花
956,夏,焼酎,しょうちゅう,泡盛
957,夏,白菖,しょうぶ,菖蒲・あやめぐさ
958,夏,菖蒲酒,しょうぶざけ,
959,夏,菖蒲葺く,しょうぶふく,菖蒲挿す・軒菖蒲
960,夏,菖蒲湯,しょうぶゆ,菖蒲風呂
961,夏,小満,しょうまん,
962,夏,蟭螟,しょうめい,
963,夏,初夏,しょか,初夏・夏初め・首夏・孟夏
964,夏,暑気中り,しょきあたり,暑さ負け
965,夏,暑気払い,しょきばらい,暑気下し
966,夏,暑中見舞,しょちゅうみまい,土用見舞・夏見舞・残暑見舞
967,夏,白鷺,しらさぎ,
968,夏,白玉,しらたま,氷白玉
969,夏,紫蘭,しらん,
970,夏,代掻く,しろかく,代掻・田掻く・田掻馬・田掻牛・代馬・代牛・田水張る・代田
971,夏,白絣,しろがすり,白地
972,夏,白靴,しろぐつ,
973,夏,新藷,しんいも,走り藷・新じゃが・新馬鈴薯
974,夏,新樹,しんじゅ,
975,夏,新茶,しんちゃ,走り茶・茶詰・古茶
976,夏,新緑,しんりょく,緑さす
977,夏,森林浴,しんりんよく,
978,夏,慈悲心鳥,じひしんちょう,十一
979,夏,馬鈴薯の花,じゃがいものはな,じやがたらの花
980,夏,十薬,じゅうやく,どくだみ・どくだみの花
981,夏,蓴菜,じゅんさい,蓴・蓴の花・蓴採る・蓴舟
982,夏,ジューンドロップ,じゅーんどろっぷ,
983,夏,上布,じょうふ,越後上布・薩摩上布
984,夏,溽暑,じょくしょ,
985,夏,海霧,じり,海霧（かいむ）・海霧（うみぎり）・ガス
986,夏,甚平,じんべい,甚兵衛・じんべ
987,夏,西瓜,すいか,西瓜畑・西瓜番
988,夏,忍冬の花,すいかずらのはな,忍冬
989,夏,水中花,すいちゅうか,酒中花
990,夏,水中眼鏡,すいちゅうめがね,水眼鏡
991,夏,水飯,すいはん,水飯・洗ひ飯・水漬
992,夏,睡蓮,すいれん,ひつじぐさ
993,夏,すぐり,すぐり,カシス・くろすぐり・すぐりの実・グーズベリー・カラント・カーランツ・ふさすぐり
994,夏,鮓,すし,鮨・馴鮓・押鮓・握鮓・早鮓・一夜鮓・巻鮓
995,夏,涼し,すずし,朝涼・夕涼・晩涼・夜涼・涼風
996,夏,篠の子,すずのこ,笹の子・芽笹
997,夏,納涼,すずみ,納涼・門涼み・橋涼み・夕涼み・夜涼み・涼み台・納涼船
998,夏,鈴蘭,すずらん,君影草
999,夏,すててこ,すててこ,
1000,夏,李,すもも,
1001,夏,諏訪の御柱祭,すわのおんばしらまつり,御柱祭・諏訪祭
1002,夏,盛夏,せいか,夏旺ん・真夏・真夏日
1003,夏,石菖,せきしょう,石あやめ
1004,夏,石竹,せきちく,唐撫子
1005,夏,雪渓,せっけい,
1006,夏,蟬,せみ,油蟬・みんみん・熊蟬・にいにい蟬・唖蟬・初蟬・朝蟬・夕蟬・夜蟬・蟬時雨・落蟬・蝉
1007,夏,蝉丸忌,せみまるき,蝉丸祭
1008,夏,セル,せる,
1009,夏,千日草,せんにちそう,千日紅
1010,夏,扇風機,せんぷうき,
1011,夏,宗吾忌,そうごき,
1012,夏,蒼朮を焚く,そうじゅつをたく,をけらたく・うけら焼く
1013,夏,走馬灯,そうまとう,回り灯篭
1014,夏,蚕豆,そらまめ,空豆・はじき豆
1015,夏,ソーダ水,そーだすい,
1016,夏,泰山木の花,たいざんぼくのはな,
1017,夏,大暑,たいしょ,
1018,夏,田植,たうえ,田植笠・田植歌・田植時
1019,夏,多佳子忌,たかこき,
1020,夏,たかし忌,たかしき,牡丹忌
1021,夏,簟,たかむしろ,竹筵・籐筵
1022,夏,滝,たき,瀑・瀑布・飛瀑・滝壷・滝しぶき・滝風・滝道・男滝・女滝・滝見・滝見茶屋
1023,夏,滝浴び,たきあび,滝垢離・滝行・滝行者
1024,夏,薪能,たきぎのう,興福寺の薪能・若宮能・芝能・薪猿楽
1025,夏,滝殿,たきどの,泉殿・釣殿・水殿・水亭
1026,夏,田草取,たぐさとり,田草引く・一番草・二番草・三番草
1027,夏,竹落葉,たけおちば,
1028,夏,竹煮草,たけにぐさ,
1029,夏,竹の皮脱ぐ,たけのかわぬぐ,竹皮を脱ぐ・竹の皮散る・竹の皮
1030,夏,筍,たけのこ,笋・竹の子・たかんな・たかうな
1031,夏,筍飯,たけのこめし,
1032,夏,蛸,たこ,章魚・真蛸・麦藁蛸
1033,夏,蓼,たで,
1034,夏,霊棚,たまだな,
1035,夏,玉葱,たまねぎ,
1036,夏,玉巻く芭蕉,たままくばしょう,芭蕉の巻葉・玉解く芭蕉
1037,夏,玉虫,たまむし,
1038,夏,田水沸く,たみずわく,
1039,夏,端午,たんご,端午の節句・五月の節句・菖蒲の日・初節句
1040,夏,橙の花,だいだいのはな,
1041,夏,ダリア,だりあ,天竺牡丹
1042,夏,竹婦人,ちくふじん,竹夫人・抱籠・添寝籠
1043,夏,父の日,ちちのひ,
1044,夏,縮布,ちぢみふ,縮・白縮・越後縮
1045,夏,粽,ちまき,茅巻・笹粽・粽結ふ
1046,夏,月見草,つきみそう,月見草・待宵草
1047,夏,筑摩祭,つくままつり,鍋祭・鍋冠祭・筑摩鍋
1048,夏,筒鳥,つつどり,
1049,夏,燕の子,つばめのこ,子燕・親燕
1050,夏,梅雨,つゆ,梅雨・黴雨・荒梅雨・梅雨湿り・走り梅雨・迎へ梅雨・送り梅雨・戻り梅雨・青梅雨・梅雨雲・梅雨夕焼
1051,夏,梅雨明,つゆあけ,梅雨の明・梅雨あがる
1052,夏,梅雨寒,つゆさむ,梅雨寒し・梅雨冷
1053,夏,梅雨茸,つゆだけ,梅雨菌（つゆきのこ）
1054,夏,梅雨晴,つゆばれ,五月晴・梅雨晴間
1055,夏,釣忍,つりしのぶ,吊忍
1056,夏,釣堀,つりぼり,箱釣
1057,夏,鉄線花,てつせんか,てつせんかづら・クレマチス・菊唐草
1058,夏,繍毬花,てまりばな,手毬花・おおでまり（おほでまり）・花てまり
1059,夏,天瓜粉,てんかふん,天花粉・汗しらず・シッカロール
1060,夏,石花菜採る,てんぐさとる,天草とる・天草干す
1061,夏,天神祭,てんじんまつり,天満祭・鉾流の神事・川渡御・神輿舟・どんどこ舟・天満の御祓
1062,夏,天道虫,てんとうむし,瓢虫・てんとむし
1063,夏,梯梧の花,でいごのはな,海紅豆（かいこうづ）
1064,夏,出水,でみず,梅雨出水・夏出水
1065,夏,伝教会,でんぎょうえ,最澄忌・伝教大師忌・延暦寺六月会・長講会
1066,夏,籐椅子,とういす,籐寝椅子
1067,夏,玉蜀黍の花,とうもろこしのはな,なんばんの花
1068,夏,通し鴨,とおしがも,
1069,夏,蜥蜴,とかげ,
1070,夏,時の記念日,ときのきねんび,時の日
1071,夏,常磐木落葉,ときわぎおちば,杉落葉・樫落葉・夏落葉
1072,夏,時計草,とけいそう,ぼろんかずら
1073,夏,心太,ところてん,心天・こころぶと
1074,夏,登山,とざん,山登り・登山道・登山口・登山小屋・登山宿・登山杖・登山帽・登山靴・登山電車・ケルン
1075,夏,橡の花,とちのはな,栃の花・栃咲く
1076,夏,飛魚,とびうお,とびを・つばめ魚・あご
1077,夏,とべら,とべら,
1078,夏,海桐の花,とべらのはな,花とべら
1079,夏,トマト,とまと,蕃茄・赤茄子
1080,夏,虎が雨,とらがあめ,虎が涙雨
1081,夏,虎鶫,とらつぐみ,トラツグミ・鵺
1082,夏,虎尾草,とらのお,をかとらのを
1083,夏,蜻蛉,とんぼ,とんぼう・やんま・麦藁とんぼ・塩辛とんぼ
1084,夏,蜻蛉生れる,とんぼうまれる,
1085,夏,泥鰌,どじょう,
1086,夏,泥鰌鍋,どじょうなべ,泥鰌汁・柳川鍋
1087,夏,土用,どよう,土用入・土用太郎・土用三郎・土用明
1088,夏,土用鰻,どよううなぎ,土用丑の日の鰻
1089,夏,土用蜆,どようしじみ,
1090,夏,土用波,どようなみ,土用浪
1091,夏,ナイター,ないたー,ナイトゲーム
1092,夏,名越の祓,なごしのはらえ,御祓・夏越・夏祓・川祓・川社・御祓川・形代・茅の輪・菅貫
1093,夏,茄子,なす,なすび・初茄子・長茄子
1094,夏,茄子漬,なすづけ,なすび漬
1095,夏,茄子苗,なすなえ,
1096,夏,茄子の鴫焼,なすのしぎやき,鴫焼
1097,夏,茄子の花,なすのはな,
1098,夏,菜種刈,なたねかり,菜種干す・菜種打つ・菜種殻・菜殻焚・菜殻火
1099,夏,夏,なつ,三夏・九夏・炎帝・朱夏
1100,夏,夏薊,なつあざみ,
1101,夏,夏帯,なつおび,単帯
1102,夏,夏鴨,なつがも,軽鴨・黒鴨
1103,夏,夏菊,なつぎく,
1104,夏,夏銀河,なつぎんが,
1105,夏,夏草,なつくさ,夏の草・青草
1106,夏,夏桑,なつぐわ,
1107,夏,夏木立,なつこだち,夏木
1108,夏,夏蚕,なつご,二番蚕
1109,夏,夏衣,なつごろも,夏衣・夏着・夏物
1110,夏,夏座敷,なつざしき,
1111,夏,夏座蒲団,なつざぶとん,麻座蒲団・藺座蒲団・革座蒲団
1112,夏,夏芝居,なつしばい,夏狂言・水狂言・土用芝居
1113,夏,夏シャツ,なつしゃつ,白シャツ・開襟シャツ・アロハシャツ
1114,夏,夏足袋,なつたび,単足袋
1115,夏,夏大根,なつだいこん,なつだいこ
1116,夏,夏燕,なつつばめ,
1117,夏,夏手袋,なつてぶくろ,網手袋・レース手袋
1118,夏,夏葱,なつねぎ,刈葱
1119,夏,夏野,なつの,夏野原・青野
1120,夏,夏の暁,なつのあかつき,夏暁・夏の夜明・夏の朝
1121,夏,夏の雨,なつのあめ,夏雨・緑雨
1122,夏,夏の海,なつのうみ,夏の波・夏濤・夏の浜
1123,夏,夏の風邪,なつのかぜ,夏風邪
1124,夏,夏の川,なつのかわ,夏川・夏河原
1125,夏,夏の雲,なつのくも,夏雲
1126,夏,夏の潮,なつのしお,夏潮・青葉潮・青潮
1127,夏,夏の空,なつのそら,夏空・夏の天・夏天
1128,夏,夏の蝶,なつのちょう,夏蝶・梅雨の蝶・揚羽蝶
1129,夏,夏の月,なつのつき,月涼し・梅雨の月
1130,夏,夏の果,なつのはて,夏果つ・夏終る・夏行く・夏尽く・夏惜しむ
1131,夏,夏の日,なつのひ,夏日・夏日影
1132,夏,夏の燈,なつのひ,夏ともし・燈涼し
1133,夏,夏の星,なつのほし,夏星・星涼し・梅雨の星・旱星・麦星
1134,夏,夏の虫,なつのむし,
1135,夏,夏の山,なつのやま,夏山・夏嶺・青嶺
1136,夏,夏の夕,なつのゆう,夏夕・夏の暮
1137,夏,夏の夜,なつのよ,夜半の夏・夏の宵
1138,夏,夏暖簾,なつのれん,麻暖簾
1139,夏,夏萩,なつはぎ,青萩
1140,夏,夏羽織,なつばおり,絽羽織・紗羽織・単羽織・薄羽織
1141,夏,夏袴,なつばかま,絽袴・麻袴・単袴
1142,夏,夏場所,なつばしょ,五月場所
1143,夏,夏服,なつふく,白服・麻服
1144,夏,夏蒲団,なつぶとん,夏衾・麻蒲団・夏掛
1145,夏,夏遍路,なつへんろ,
1146,夏,夏帽子,なつぼうし,夏帽・麦稈帽子
1147,夏,夏めく,なつめく,夏きざす
1148,夏,夏館,なつやかた,夏邸・夏の宿
1149,夏,夏休み,なつやすみ,暑中休み・暑中休暇
1150,夏,夏瘦,なつやせ,夏負け・夏やつれ
1151,夏,夏蓬,なつよもぎ,
1152,夏,夏料理,なつりょうり,
1153,夏,夏炉,なつろ,夏の炉
1154,夏,夏蕨,なつわらび,
1155,夏,鯰,なまず,梅雨鯰・ごみ鯰
1156,夏,蛞蝓,なめくじ,なめくじり・なめくじら
1157,夏,業平忌,なりひらき,在五忌
1158,夏,南天の花,なんてんのはな,花南天
1159,夏,濁り鮒,にごりぶな,
1160,夏,西日,にしび,大西日
1161,夏,虹,にじ,朝虹・夕虹・二重虹
1162,夏,日日草,にちにちそう,日日花
1163,夏,日射病,にっしゃびょう,熱射病
1164,夏,入梅,にゅうばい,梅雨入り・梅雨に入る
1165,夏,韮の花,にらのはな,
1166,夏,捩花,ねじばな,もぢばな・ねぢればな・もぢずり・文字摺草
1167,夏,熱帯魚,ねったいぎょ,闘魚・天使魚
1168,夏,寝冷え,ねびえ,寝冷子
1169,夏,合歓の花,ねむのはな,ねぶの花・花合歓
1170,夏,練供養,ねりくよう,当麻練供養・当麻法事・来迎会・迎接会・曼荼羅会
1171,夏,凌霄の花,のうぜんのはな,凌霄・のうぜんかずら
1172,夏,幟,のぼり,五月幟・座敷幟・初幟
1173,夏,野馬追,のまおい,
1174,夏,蚤,のみ,蚤の跡
1175,夏,羽蟻,はあり,飛蟻
1176,夏,ハイビスカス,はいびすかす,仏桑花・ぼさつばな・琉球むくげ
1177,夏,蠅,はえ,家蠅・五月蠅（さばえ）・青蠅・金蠅・銀蠅
1178,夏,蠅取,はえとり,蠅叩・蠅打・蠅捕器・蠅捕リボン・蠅捕紙・蠅捕瓶
1179,夏,蠅虎,はえとりぐも,蠅捕蜘蛛
1180,夏,蠅除,はえよけ,蠅覆・蠅帳・蠅入らず
1181,夏,博多祇園山笠,はかたぎおんやまかさ,山笠・博多祭
1182,夏,薄暑,はくしょ,薄暑光
1183,夏,白夜,はくや,
1184,夏,箱庭,はこにわ,
1185,夏,箱眼鏡,はこめがね,
1186,夏,葉桜,はざくら,
1187,夏,端居,はしい,夕端居
1188,夏,蓮の浮葉,はすのうきは,浮葉・蓮の葉
1189,夏,蓮の花,はすのはな,はちす・白蓮・紅蓮・蓮華
1190,夏,蓮見,はすみ,蓮見舟
1191,夏,巴旦杏,はたんきょう,
1192,夏,裸,はだか,素裸・丸裸・裸子
1193,夏,跣足,はだし,跣・素足
1194,夏,肌脱,はだぬぎ,片肌脱・諸肌脱
1195,夏,麨,はったい,麦こがし・麦炒粉・麦香煎
1196,夏,初鰹,はつがつお,初松魚
1197,夏,花氷,はなごおり,氷柱
1198,夏,花茣蓙,はなござ,絵茣蓙
1199,夏,花菖蒲,はなしょうぶ,白菖蒲・菖蒲園・菖蒲田
1200,夏,花橘,はなたちばな,橘の花・右近の橘
1201,夏,花火,はなび,煙火・打揚花火・仕掛花火・線香花火・手花火・春花火・遠花火・花火舟・花火見
1202,夏,羽抜鳥,はぬけどり,羽抜鶏
1203,夏,帚木,ははきぎ,ははきぐさ
1204,夏,母の日,ははのひ,
1205,夏,浜豌豆,はまえんどう,
1206,夏,はまごう,はまごう,はまぼう
1207,夏,玫瑰,はまなす,浜梨、玫瑰の実、実玫瑰
1208,夏,浜昼顔,はまひるがお,
1209,夏,浜防風,はまぼうふう,防風
1210,夏,浜木綿の花,はまゆふのはな,浜万年青
1211,夏,鱧,はも,水鱧・鱧の皮
1212,夏,葉柳,はやなぎ,夏柳・柳茂る
1213,夏,ハンカチの花,はんかちのはな,
1214,夏,半夏生,はんげしょう,半夏・半夏雨
1215,夏,半夏生草,はんげしょうぐさ,片白草
1216,夏,半ズボン,はんずぼん,短パン・ショートパンツ
1217,夏,斑猫,はんみょう,道をしえ
1218,夏,ハンモック,はんもっく,吊床・寝網
1219,夏,芭蕉の花,ばしょうのはな,花芭蕉
1220,夏,バナナ,ばなな,
1221,夏,薔薇,ばら,薔薇（そうび）・薔薇園
1222,夏,茨の花,ばらのはな,花茨・野茨の花・花うばら
1223,夏,鷭,ばん,
1224,夏,晩夏,ばんか,季夏・夏深し・晩夏光
1225,夏,万緑,ばんりょく,
1226,夏,パイナップル,ぱいなっぷる,鳳梨（ほうり）・あななす
1227,夏,パセリ,ぱせり,オランダゼリ
1228,夏,パリ祭,ぱりさい,巴里祭・パリー祭
1229,夏,射干,ひおうぎ,桧扇・うばたま
1230,夏,日傘,ひがさ,ひからかさ・絵日傘・パラソル
1231,夏,日雀,ひがら,
1232,夏,蟇,ひきがえる,蟾蜍・蟾・蝦蟇・がまがへる
1233,夏,緋鯉,ひごい,色鯉・白鯉・錦鯉
1234,夏,日盛,ひざかり,日の盛り
1235,夏,菱の花,ひしのはな,
1236,夏,避暑,ひしょ,避暑地・避暑の宿
1237,夏,旱,ひでり,旱天・旱魃・大旱・旱畑・旱田・旱空
1238,夏,単衣,ひとえ,単物
1239,夏,一つ葉,ひとつば,
1240,夏,火取虫,ひとりむし,灯取虫・灯虫・灯蛾・燭蛾・火蛾・蛾
1241,夏,雛罌栗,ひなげし,虞美人草・ポピー・こくりこ・アマポーラ
1242,夏,日向水,ひなたみず,
1243,夏,向日葵,ひまわり,日車・日輪草・天蓋花・天竺葵
1244,夏,姫女菀,ひめじょおん,柳葉姫菊・鉄道草
1245,夏,百日草,ひゃくにちそう,
1246,夏,日焼,ひやけ,潮焼
1247,夏,冷酒,ひやざけ,冷酒・冷し酒
1248,夏,冷し瓜,ひやしうり,瓜冷す・冷し西瓜
1249,夏,冷し中華,ひやしちゅうか,
1250,夏,冷汁,ひやしる,冷や汁・ひやじる
1251,夏,冷索麺,ひやそうめん,冷素麺・索麺冷す
1252,夏,冷麦,ひやむぎ,
1253,夏,冷奴,ひややっこ,冷豆腐・
1254,夏,雹,ひょう,氷雨
1255,夏,氷菓,ひょうか,氷菓子・アイスキャンデー・アイスクリーム・ソフトクリーム
1256,夏,日除,ひよけ,日覆
1257,夏,蛭,ひる,山蛭・馬蛭
1258,夏,昼顔,ひるがお,鼓子草
1259,夏,昼寝,ひるね,午睡・三尺寝・昼寝起・昼寝覚
1260,夏,蛭蓆,ひるむしろ,
1261,夏,枇杷,びわ,枇杷の実
1262,夏,ビーチパラソル,びーちぱらそる,砂日傘・浜日傘・海岸日傘
1263,夏,ビール,びーる,麦酒・黒ビール・生ビール・ビヤホール・ビヤガーデン
1264,夏,風知草,ふうちそう,
1265,夏,風蘭,ふうらん,
1266,夏,風鈴,ふうりん,風鈴売
1267,夏,蕗,ふき,蕗の葉・蕗畑・伽羅蕗
1268,夏,噴井,ふきい,噴井（ふけい）
1269,夏,袋掛,ふくろかけ,
1270,夏,袋角,ふくろづの,鹿の袋角・鹿の若角
1271,夏,不死男忌,ふじおき,甘露忌
1272,夏,富士詣,ふじもうで,富士道者・富士行者・富士禅定・山上詣・富士講・浅間講
1273,夏,太藺,ふとい,
1274,夏,船遊び,ふなあそび,船遊山・遊船・遊び船
1275,夏,船虫,ふなむし,舟虫
1276,夏,船料理,ふなりょうり,生簀船・船生洲・生洲料理
1277,夏,海蘿,ふのり,布海苔・海蘿干す
1278,夏,風炉茶,ふろちゃ,風炉点前
1279,夏,噴水,ふんすい,噴上げ
1280,夏,仏法僧,ぶっぽうそう,姿の仏法僧
1281,夏,蚋,ぶよ,蟆子・ぷよ・ぶゆ
1282,夏,ブーゲンビリア,ぶーげんびりあ,いかだかずら
1283,夏,プール,ぷーる,
1284,夏,糸瓜の花,へちまのはな,
1285,夏,蛇,へび,くちなは・ながむし・青大将・山棟蛇・縞蛇・鳥蛇
1286,夏,蛇苺,へびいちご,
1287,夏,蛇衣を脱ぐ,へびきぬをぬぐ,蛇の衣・蛇の殻・蛇の蛻・蛇皮を脱ぐ
1288,夏,紅花,べにばな,紅の花・紅藍花・紅粉花・末摘花
1289,夏,べら,べら,べら釣
1290,夏,鬼灯市,ほおずきいち,酸漿市・四万六千日・千日詣
1291,夏,朴の花,ほおのはな,厚朴の花・朴散華
1292,夏,穂肥,ほごえ,
1293,夏,干飯,ほしいい,乾飯
1294,夏,干草,ほしくさ,草干す・刈干
1295,夏,帆立貝,ほたてがい,海扇
1296,夏,蛍,ほたる,初蛍・蛍火・源氏蛍・夕蛍・蛍合戦
1297,夏,蛍籠,ほたるかご,
1298,夏,蛍狩,ほたるがり,蛍見・蛍舟
1299,夏,蛍袋,ほたるぶくろ,釣鐘草・提燈花・風鈴草
1300,夏,捕虫類,ほちゅうるい,
1301,夏,布袋草,ほていそう,布袋葵
1302,夏,時鳥,ほととぎす,子規・杜鵑・蜀魂・杜宇・不如帰
1303,夏,鬼灯の花,ほほづきのはな,酸漿の花
1304,夏,穂絮,ほわた,
1305,夏,茅舎忌,ぼうしゃき,
1306,夏,芒種,ぼうしゅ,
1307,夏,孑孒,ぼうふら,ぼうふり・棒振虫
1308,夏,牡丹,ぼたん,ぼうたん・富貴草・白（はく）牡丹・緋牡丹・黒牡丹・牡丹園
1309,夏,ボート,ぼーと,貸ボート
1310,夏,鼓虫,まいまい,まひまひ・水澄
1311,夏,蠛蠓,まくなぎ,めまとひ・糠蚊
1312,夏,甜瓜,まくわうり,真桑
1313,夏,真菰,まこも,真菰刈
1314,夏,松落葉,まつおちば,散松葉
1315,夏,松葉牡丹,まつばぼたん,日照草・爪切草
1316,夏,祭,まつり,夏祭・祭獅子・祭太鼓・祭笛・祭囃子・祭堤燈・祭髪・祭衣・宵宮・夜宮・山車・神輿・渡御・御旅所・祭舟
1317,夏,茉莉花,まつりか,素馨（そけい）・ジャスミン
1318,夏,蝮,まむし,蝮蛇・赤まむし・蝮捕・蝮酒
1319,夏,豆蒔く,まめまく,大豆蒔く・小豆蒔く・豆植う
1320,夏,豆飯,まめめし,
1321,夏,繭,まゆ,新繭・白繭・黄繭・玉繭・繭干す・繭煮る
1322,夏,マンゴー,まんごー,
1323,夏,万太郎忌,まんたろうき,傘雨忌
1324,夏,蜜柑の花,みかんのはな,花蜜柑
1325,夏,短夜,みじかよ,明易し・明早し・明急ぐ
1326,夏,水葵,みずあおい,菜葱・水葱
1327,夏,水遊び,みずあそび,水掛合
1328,夏,水中り,みずあたり,
1329,夏,水機関,みずからくり,水からくり
1330,夏,水貝,みずがい,
1331,夏,水木の花,みずきのはな,花水木・水木咲く
1332,夏,水草の花,みずくさのはな,
1333,夏,水喧嘩,みずげんか,水論・水争
1334,夏,水鉄砲,みずてっぽう,水遊び
1335,夏,水芭蕉,みずばしょう,
1336,夏,水番,みずばん,水番小屋・水守る・水盗む・水盗人
1337,夏,水虫,みずむし,
1338,夏,水羊羹,みずようかん,
1339,夏,溝浚へ,みぞさらへ,堰浚へ・どぶさらひ
1340,夏,蜜豆,みつまめ,餡蜜
1341,夏,緑,みどり,
1342,夏,水無月,みなづき,風待月・常夏月・青水無月
1343,夏,南風,みなみ,南風・南風・南吹く・はえ・大南風・海南風・まぜ・まじ
1344,夏,三船祭,みふねまつり,舟遊祭・扇流し・西祭
1345,夏,蚯蚓,みみず,蚯蚓出づ（ず）
1346,夏,都草,みやこぐさ,黄金花・烏帽子草
1347,夏,茗荷の子,みょうがのこ,茗荷汁
1348,夏,百足,むかで,蜈蚣
1349,夏,麦,むぎ,大麦・小麦・麦の穂・穂麦・麦畑
1350,夏,麦打,むぎうち,麦叩・麦つき・麦埃・麦焼き・
1351,夏,麦刈,むぎかり,麦車
1352,夏,麦扱,むぎこき,麦扱機
1353,夏,麦茶,むぎちゃ,麦湯
1354,夏,麦の秋,むぎのあき,麦秋・麦秋
1355,夏,麦の黒穂,むぎのくろほ,黒穂
1356,夏,麦笛,むぎぶえ,
1357,夏,麦飯,むぎめし,すむぎ
1358,夏,麦稈,むぎわら,麦藁
1359,夏,葎,むぐら,葎茂る・八重葎
1360,夏,虫送り,むしおくり,田虫送・稲虫送・虫追い・虫供養・実盛祭
1361,夏,むしかりの花,むしかりのはな,
1362,夏,虫歯予防デー,むしばよぼうでー,虫歯の日
1363,夏,虫干,むしぼし,虫払・風入れ・土用干・曝書
1364,夏,武者人形,むしゃにんぎょう,五月人形・兜人形・飾兜・武具飾る
1365,夏,村祭,むらまつり,
1366,夏,飯饐る,めしすえる,飯の汗
1367,夏,眼白,めじろ,
