,季節,季語,読み仮名,傍題
1368,夏,目高,めだか,緋目高・白目高
1369,夏,メロン,めろん,マスクメロン・西洋メロン
1370,夏,藻刈,もかり,藻刈舟・刈藻
1371,夏,黐の花,もちのはな,
1372,夏,藻の花,ものはな,花藻
1373,夏,灸花,やいとばな,へくそかづら
1374,夏,灼く,やく,熱砂・熱風・炎熱
1375,夏,矢車菊,やぐるまぎく,矢車草
1376,夏,灼け,やけ,
1377,夏,夜光虫,やこうちゅう,
1378,夏,八束忌,やつかき,仮幻忌
1379,夏,簗,やな,魚簗・簗さす・簗打つ・簗かく・簗瀬
1380,夏,破れ傘,やぶれがさ,
1381,夏,山棟蛇,やまかがし,
1382,夏,山雀,やまがら,
1383,夏,やませ,やませ,山背風・山瀬風
1384,夏,山開,やまびらき,
1385,夏,山法師の花,やまぼうしのはな,山帽子・山桑
1386,夏,天蚕,やままゆ,山繭・山蚕
1387,夏,山女,やまめ,山女釣
1388,夏,楊梅,やまもも,山桃・やまうめ
1389,夏,山桜桃の実,やまもものみ,山桜桃・英桃（ゆすらうめ）・ゆすら
1390,夏,守宮,やもり,壁虎・家守
1391,夏,夕顔,ゆうがお,夕顔の花
1392,夏,夕立,ゆうだち,ゆだち・よだち・白雨・驟雨・夕立雲・夕立風
1393,夏,夕凪,ゆうなぎ,夕凪ぐ
1394,夏,夕端居,ゆうはしい,
1395,夏,夕映,ゆうばえ,
1396,夏,夕焼,ゆうやけ,ゆやけ・夕焼雲・夕焼空
1397,夏,川床,ゆか,床・川床涼み・納涼川床・貴船川床・川床座敷
1398,夏,浴衣,ゆかた,湯帷子・初浴衣・藍浴衣・古浴衣・貸浴衣・宿浴衣
1399,夏,鴨足草,ゆきのした,虎耳草・雪の下
1400,夏,柚子の花,ゆずのはな,柚（ゆ）の花・花柚子
1401,夏,百合,ゆり,鬼百合・姫百合・鹿の百合・山百合・笹百合・白百合・透し百合・鉄砲百合
1402,夏,百合の木,ゆりのき,ユリノキ・百合の樹
1403,夏,余花,よか,
1404,夏,葭切,よしきり,行々子・葦雀
1405,夏,葭簀,よしず,葭簀掛・葭簀小屋・葭簀茶屋
1406,夏,葭戸,よしど,葭障子・簀戸・葭屏風
1407,夏,夜濯,よすすぎ,
1408,夏,夜鷹,よたか,怪鴟・蚊吸鳥
1409,夏,夜焚,よたき,夜焚釣・夜焚舟
1410,夏,ヨット,よっと,ヨットハーバー
1411,夏,夜釣,よづり,夜釣人・夜釣舟
1412,夏,夜盗虫,よとうむし,やたう・よたう
1413,夏,呼子鳥,よぶこどり,
1414,夏,夜振,よぶり,夜振火
1415,夏,夜店,よみせ,
1416,夏,夜の秋,よるのあき,
1417,夏,雷鳥,らいちょう,
1418,夏,辣韮,らっきょう,大韮・らっきょ・薤
1419,夏,辣韮漬,らっきょうづけ,
1420,夏,ラベンダー,らべんだー,
1421,夏,ラムネ,らむね,冷しラムネ
1422,夏,蘭,らん,蘭の花・胡蝶蘭
1423,夏,立夏,りっか,夏立つ・夏に入る・夏来る
1424,夏,竜舌蘭,りゅうぜつらん,
1425,夏,緑蔭,りょくいん,翠蔭（すいいん）
1426,夏,緑夜,りょくや,緑の夜
1427,夏,林間学校,りんかんがっこう,林間学園・臨海学園
1428,夏,縷紅草,るこうそう,るこう
1429,夏,冷房,れいぼう,ルームクーラー
1430,夏,老鶯,ろうおう,老鶯・夏鶯・乱鶯・残鶯
1431,夏,六月,ろくがつ,六月尽
1432,夏,露台,ろだい,バルコニー・バルコン・ベランダ
1433,夏,若楓,わかかえで,楓若葉・青楓
1434,夏,若竹,わかたけ,今年竹・竹の若葉
1435,夏,若葉,わかば,若葉風・若葉雨・若葉寒
1436,夏,病葉,わくらば,
1437,夏,山葵の花,わさびのはな,
1438,夏,棉の花,わたのはな,
1439,秋,藍の花,あいのはな,
1440,秋,青蜜柑,あおみかん,
1441,秋,赤い羽根,あかいはね,愛の羽根
1442,秋,赤蜻蛉,あかとんぼ,あきつ・秋茜
1443,秋,秋,あき,素秋・金秋・三秋・九秋
1444,秋,秋袷,あきあわせ,秋の袷
1445,秋,秋麗,あきうらら,秋麗
1446,秋,秋扇,あきおうぎ,秋扇・秋の団扇・扇置く・捨扇・捨団扇
1447,秋,秋収め,あきおさめ,田仕舞
1448,秋,秋惜しむ,あきおしむ,惜しむ秋
1449,秋,秋風,あきかぜ,秋風・秋の風・金風・爽籟・色なき風・律の風
1450,秋,秋草,あきくさ,秋の草・色草・千草・八千草
1451,秋,秋蚕,あきご,
1452,秋,秋鯖,あきさば,
1453,秋,秋寒し,あきさむし,秋寒
1454,秋,秋時雨,あきしぐれ,秋の時雨
1455,秋,秋簾,あきすだれ,簾納む・簾名残
1456,秋,秋澄む,あきすむ,秋気澄む・澄む秋・空澄む
1457,秋,秋高し,あきたかし,秋高（しゅうこう）・天高し・空高し
1458,秋,秋出水,あきでみず,秋の出水・秋洪水
1459,秋,秋茄子,あきなす,秋茄子・秋の茄子・名残茄子
1460,秋,秋の朝,あきのあさ,秋暁
1461,秋,秋の雨,あきのあめ,秋雨・秋霖・秋黴雨
1462,秋,秋の海,あきのうみ,秋の波・秋の浜
1463,秋,秋の蚊,あきのか,残る蚊・別れ蚊・後れ蚊・蚊の名残
1464,秋,秋の蚊帳,あきのかや,秋蚊帳・かやの果・かやの別れ・九月蚊帳・蚊帳の名残
1465,秋,秋の川,あきのかわ,秋川・秋江
1466,秋,秋の雲,あきのくも,秋雲（あきぐも）
1467,秋,秋の暮,あきのくれ,秋の夕べ・秋の夕暮
1468,秋,秋の声,あきのこえ,秋声
1469,秋,秋の潮,あきのしお,秋潮
1470,秋,秋の霜,あきのしも,秋霜・露霜・水霜
1471,秋,秋の蟬,あきのせみ,秋蟬・残る蟬
1472,秋,秋の空,あきのそら,秋空（あきぞら）・秋の天・秋天
1473,秋,秋の田,あきのた,秋田・田の色・稔田・稲田
1474,秋,秋の蝶,あきのちょう,秋蝶
1475,秋,秋の七草,あきのななくさ,
1476,秋,秋の虹,あきのにじ,秋虹
1477,秋,秋の野,あきのの,秋野・秋郊・秋の原
1478,秋,秋の蠅,あきのはえ,残る蝿
1479,秋,秋の蜂,あきのはち,残る蜂
1480,秋,秋の日,あきのひ,秋日・秋日影・秋日差・秋の日入・秋没日
1481,秋,秋の灯,あきのひ,秋灯・秋の燈・秋燈・秋ともし
1482,秋,秋の昼,あきのひる,
1483,秋,秋の蛍,あきのほたる,秋蛍・残る蛍・病蛍
1484,秋,秋の水,あきのみず,秋水・水の秋
1485,秋,秋の山,あきのやま,秋山・秋嶺・秋の峰・山澄む・山粧ふ・山の秋
1486,秋,秋の夕焼,あきのゆうやけ,秋夕焼・秋の夕映
1487,秋,秋の夜,あきのよる,秋の夜・秋夜・秋の宵・夜半の秋
1488,秋,秋晴,あきばれ,秋の晴・秋日和
1489,秋,秋彼岸,あきひがん,後の彼岸
1490,秋,秋深し,あきふかし,深秋・秋さぶ・秋闌・秋更くる・秋深む
1491,秋,秋遍路,あきへんろ,
1492,秋,秋蒔,あきまき,菜種蒔く・大根蒔く・芥菜蒔く・蚕豆蒔く・豌豆蒔く・罌粟蒔く・紫雲英蒔く
1493,秋,秋祭,あきまつり,里祭・村祭・浦祭・在祭
1494,秋,秋繭,あきまゆ,
1495,秋,秋めく,あきめく,秋づく
1496,秋,通草,あけび,通草の実
1497,秋,朝寒,あささむ,朝寒し
1498,秋,蘆刈,あしかり,蘆刈る・刈蘆・蘆舟・蘆火
1499,秋,蘆の花,あしのはな,蘆の穂・蘆の穂絮・蘆・蘆原・蘆洲・葭
1500,秋,小豆,あずき,新小豆
1501,秋,温め酒,あたためざけ,温め酒
1502,秋,天の川,あまのがわ,銀河・銀漢・星河
1503,秋,粟,あわ,粟の穂・粟畑
1504,秋,阿波踊,あわおどり,
1505,秋,生身魂,いきみたま,生御魂（いきみたま）・生盆（いきぼん）・蓮の飯
1506,秋,幾秋,いくあき,
1507,秋,十六夜,いざよい,十六夜の月・いざよふ月・既望
1508,秋,一位の実,いちいのみ,あららぎ・おんこ
1509,秋,無花果,いちじく,
1510,秋,銀杏散る,いちょうちる,
1511,秋,銀杏黄葉,いちょうもみじ,
1512,秋,一遍忌,いっぺんき,遊行忌
1513,秋,竃馬,いとど,かまどうま・かまどむし
1514,秋,蝗,いなご,螽・稲子・螽採
1515,秋,稲雀,いなすずめ,
1516,秋,稲妻,いなずま,稲光・稲つるび
1517,秋,犬蓼,いぬたで,赤のまんま・赤のまま
1518,秋,稲,いね,初穂・稲穂・陸穂・粳・糯・稲田・稲の秋
1519,秋,稲刈,いねかり,稲刈る・田刈・刈稲・稲束・稲車・稲舟
1520,秋,稲扱き,いねこき,稲打ち・脱穀・稲埃
1521,秋,稲の花,いねのはな,
1522,秋,牛膝,いのこづち,
1523,秋,猪,いのしし,しし・野猪
1524,秋,茨の実,いばらのみ,野茨の実・野ばらの実
1525,秋,佞武多,いぶた,
1526,秋,佞,いぶた,
1527,秋,居待月,いまちづき,座待月・居待・十八夜の月
1528,秋,芋,いも,里芋・親芋・子芋・八頭・芋畑
1529,秋,芋嵐,いもあらし,
1530,秋,芋煮会,いもにかい,芋煮
1531,秋,芋虫,いもむし,
1532,秋,色変へぬ松,いろかえぬまつ,
1533,秋,色鳥,いろどり,
1534,秋,鰯,いわし,鰮・真鰯
1535,秋,鰯雲,いわしぐも,鱗雲・鯖雲・巻積雲
1536,秋,鰯引く,いわしひく,鰯干す・鰯網・鰯船
1537,秋,隠元豆,いんげんまめ,花ささげ・千石豆・味豆
1538,秋,雨月,うげつ,雨名月・雨の月・月の雨
1539,秋,鬱金の花,うこんのはな,
1540,秋,薄紅葉,うすもみじ,
1541,秋,大秦の牛祭,うずまさのうしまつり,牛祭
1542,秋,鶉,うづら,鶉篭
1543,秋,馬追,うまおい,すいっちょ・すいと・馬追虫
1544,秋,馬肥ゆる,うまこゆる,秋の馬・秋の駒
1545,秋,梅擬,うめもどき,落霜紅・梅嫌
1546,秋,末枯,うらがれ,末枯るる
1547,秋,盂蘭盆会,うらぼんえ,盂蘭盆・盆・新盆・魂祭・精霊祭・魂棚・霊棚・盆供・瓜の牛・瓜の馬・茄子の牛・茄子の馬
1548,秋,漆紅葉,うるしもみじ,
1549,秋,浮塵子,うんか,ぬかばへ・こぬかむし
1550,秋,運動会,うんどうかい,秋季運動会
1551,秋,エイサー,えいさー,
1552,秋,枝豆,えだまめ,月見豆
1553,秋,狗尾草,えのころぐさ,猫じゃらし
1554,秋,蝦蔓,えびづる,えびづる・えびかづら
1555,秋,楝の実,おうちのみ,栴檀の実・樗の実・金鈴子
1556,秋,苧殻,おがら,麻殻
1557,秋,荻,おぎ,荻の風・荻の声・荻原
1558,秋,晩稲,おくて,
1559,秋,白粉花,おしろいばな,おしろいの花・花白粉・おしろい
1560,秋,落鮎,おちあゆ,錆鮎・渋鮎・下り鮎・子持鮎・秋の鮎
1561,秋,落穂,おちぼ,落穂拾ひ
1562,秋,男郎花,おとこえし,をとこめし
1563,秋,落し水,おとしみず,水落す・田水落す・堰外す
1564,秋,囮,おとり,囮番・囮守・囮篭
1565,秋,踊,おどり,盆踊・踊子・踊笠・踊太鼓・踊唄・踊櫓
1566,秋,鬼貫忌,おにつらき,槿花扇忌
1567,秋,尾花蛸,おばなたこ,
1568,秋,女郎花,おみなえし,をみなめし
1569,秋,万年青の実,おもとのみ,
1570,秋,面輪板,おもわいた,星の貸物・貸し小袖
1571,秋,貝割菜,かいわりな,貝割れ菜
1572,秋,案山子,かがし,かかし・捨案山子
1573,秋,柿,かき,甘柿・渋柿・富有柿・木守柿
1574,秋,柿紅葉,かきもみじ,
1575,秋,懸巣,かけす,樫鳥・橿鳥
1576,秋,蜉蝣,かげろう,
1577,秋,樫の実,かしのみ,
1578,秋,鰍,かじか,石伏・石斑魚・川をこぜ・ぐず
1579,秋,梶の葉,かじのは,
1580,秋,風の盆,かぜのぼん,おわら祭・八尾の廻り盆
1581,秋,門火,かどび,迎火・送火・魂迎・魂送・苧殻焚く・苧殻火
1582,秋,鉦叩,かねたたき,
1583,秋,鹿火屋,かびや,鹿火屋守
1584,秋,南瓜,かぼちゃ,たうなす・なんきん・ぼうぶら・鹿ヶ谷南瓜
1585,秋,蟷螂,かまきり,たうらう・鎌切・斧虫・疣毟・いぼむしり
1586,秋,萱,かや,萱の穂・萱原
1587,秋,萱刈る,かやかる,
1588,秋,榧の実,かやのみ,
1589,秋,烏瓜,からすうり,
1590,秋,雁,かり,雁・かりがね・真雁・菱喰・初雁・雁渡る・雁来る・雁の列・雁の棹・雁行・雁の声・落雁
1591,秋,刈田,かりた,刈田道・刈田嵐
1592,秋,雁渡し,かりわたし,青北風
1593,秋,榠櫨の実,かりんのみ,花梨の実
1594,秋,刈萱,かるかや,めがるかや・をがるかや
1595,秋,邯鄲,かんたん,
1596,秋,竿燈,かんとう,
1597,秋,カンナ,かんな,花カンナ
1598,秋,寒露,かんろ,
1599,秋,桔梗,ききょう,きちかう
1600,秋,菊,きく,菊の花・隠君子・千代見草・白菊・黄菊・大菊・小菊・初菊・厚物咲・懸崖菊・菊畑・菊の宿・菊作り・菊日和
1601,秋,菊供養,きくくよう,
1602,秋,菊膾,きくなます,
1603,秋,菊人形,きくにんぎょう,菊師・菊人形展
1604,秋,菊枕,きくまくら,
1605,秋,鬼城忌,きじょうき,
1606,秋,啄木鳥,きつつき,けら・けらつつき・赤げら・青げら
1607,秋,衣被,きぬかつぎ,
1608,秋,絹雲,きぬぐも,巻雲
1609,秋,砧,きぬた,碪・砧打つ・衣打つ
1610,秋,茸,きのこ,菌・茸・茸飯・舞茸・ひら茸
1611,秋,黍,きび,黍の穂・黍畑
1612,秋,黍嵐,きびあらし,芋嵐
1613,秋,休暇明け,きゅうかあけ,休暇果つ・二学期
1614,秋,凶作,きょうさく,不作・凶年
1615,秋,去来忌,きょらいき,
1616,秋,霧,きり,朝霧・夕霧・夜霧・山霧・川霧・狭霧・霧襖・霧雨・濃霧・霧笛
1617,秋,螽蟖,きりぎりす,ぎす・機織
1618,秋,桐の実,きりのみ,
1619,秋,桐一葉,きりひとは,一葉・一葉落つ
1620,秋,金柑,きんかん,
1621,秋,銀杏,ぎんなん,銀杏の実
1622,秋,九月,くがつ,
1623,秋,九月尽,くがつじん,秋尽く
1624,秋,枸杞の実,くこのみ,枸杞子
1625,秋,臭木の花,くさぎのはな,常山木の花
1626,秋,臭木の実,くさぎのみ,常山木の実
1627,秋,草の市,くさのいち,草市・盆市・手向の市
1628,秋,草の花,くさのはな,千草の花
1629,秋,草の穂,くさのほ,穂草・草の絮・草の穂絮
1630,秋,草の実,くさのみ,
1631,秋,草雲雀,くさひばり,朝鈴・金雲雀
1632,秋,草紅葉,くさもみじ,草の綿・色づく草
1633,秋,薬掘る,くすりほる,薬採る・薬草掘る・千振引く・茜掘る
1634,秋,葛,くず,真葛・真葛原・葛の葉
1635,秋,葛の花,くずのはな,
1636,秋,葛掘る,くずほる,葛引く・葛根掘る
1637,秋,崩れ梁,くずれやな,
1638,秋,下り梁,くだりやな,秋の梁
1639,秋,梔子の実,くちなしのみ,山梔子
1640,秋,轡虫,くつわむし,がちやがちや
1641,秋,九年母,くねんぼ,香燈・くねぶ
1642,秋,鞍馬の火祭,くらまのひまつり,火祭・鞍馬祭・靱大明・神祭
1643,秋,栗,くり,山栗・柴栗・毬栗・笑栗・落栗・虚栗・焼栗
1644,秋,栗虫,くりむし,栗の虫
1645,秋,栗飯,くりめし,栗おこは
1646,秋,胡桃,くるみ,姫胡桃・鬼胡桃・胡桃割る
1647,秋,暮の秋,くれのあき,秋暮るる・暮秋・秋の末
1648,秋,茱萸,ぐみ,秋茱萸
1649,秋,鶏頭,けいとう,鶏頭花
1650,秋,敬老の日,けいろうのひ,老人の日・としよりの日
1651,秋,螻蛄鳴く,けらなく,おけら鳴く・地虫鳴く
1652,秋,芸術祭,げいじゅつさい,
1653,秋,解夏,げげ,夏明・夏の果・仏歓喜日・送行・夏書納
1654,秋,源義忌,げんよしき,秋燕忌
1655,秋,柑子,こうじ,柑子蜜柑
1656,秋,黄葉,こうよう,黄葉
1657,秋,黄落,こうらく,黄落期
1658,秋,蟋蟀,こおろぎ,蛬・こほろぎ・ちちろ・ちちろ虫・つづれさせ
1659,秋,古酒,こしゅ,古酒
1660,秋,コスモス,こすもす,秋桜・おほはるしやぎく
1661,秋,小鳥狩,ことりがり,小鳥網・霞網・鳥屋師・ひるてん・高はご
1662,秋,木の実,このみ,木の実落つ・木の実降る・木の実雨・木の実独楽
1663,秋,細杷,こまざらい,
1664,秋,牛蒡引く,ごぼうひく,牛蒡掘る
1665,秋,胡麻,ごま,
1666,秋,西鶴忌,さいかくき,
1667,秋,皀角子,さいかち,さいかちの実・皀莢
1668,秋,桜紅葉,さくらもみじ,
1669,秋,鮭,さけ,初鮭・鮭漁・鮭打ち・鮭小屋
1670,秋,ささげ,ささげ,十六ささげ・十八ささげ
1671,秋,甘藷,さつまいも,薩摩薯・琉球藷・甘藷（かんしょ）
1672,秋,サフラン,さふらん,泪夫藍（さふらん）
1673,秋,猿酒,さるざけ,ましら酒
1674,秋,爽やか,さわやか,爽気・秋爽・爽涼・さやけし・さやか
1675,秋,珊瑚樹の実,さんごじゅのみ,珊瑚の実
1676,秋,山椒売,さんしょううり,
1677,秋,山椒の実,さんしょうのみ,実山椒
1678,秋,秋刀魚,さんま,さいら・初さんま
1679,秋,石榴,ざくろ,柘榴・実石榴
1680,秋,残菊,ざんぎく,残り菊・十日の菊
1681,秋,残暑,ざんしょ,残る暑さ・秋暑し・秋の暑さ・秋署
1682,秋,椎茸,しいたけ,
1683,秋,椎の実,しいのみ,落椎
1684,秋,紫苑,しおん,紫苑の菊・しをに
1685,秋,鹿,しか,牡鹿・牝鹿・小牡鹿・鹿の声・鹿笛
1686,秋,鹿の角伐,しかのつのきり,角切・春日の角伐・鹿寄せ
1687,秋,子規忌,しきき,糸瓜忌・獺祭忌
1688,秋,鴫,しぎ,田鴫・磯鴫
1689,秋,鹿垣,ししがき,鹿小屋・犬垣・猪垣
1690,秋,紫蘇の実,しそのみ,
1691,秋,樝子の実,しどみのみ,草木瓜の実
1692,秋,芝神明祭,しばしんめいまつり,生姜市・だらだら祭
1693,秋,渋取,しぶとり,柿渋取る・渋搗く・新渋・生渋・一番渋・二番渋
1694,秋,占地,しめじ,湿地・しめぢ茸
1695,秋,秋海棠,しゅうかいどう,断腸花
1696,秋,秋気,しゅうき,
1697,秋,秋耕,しゅうこう,
1698,秋,秋思,しゅうし,秋あはれ・秋さびし・傷秋・秋意
1699,秋,秋雪,しゅうせつ,秋の雪（あきのゆき）、秋の初雪（あきのはつゆき）
1700,秋,終戦記念日,しゅうせんきねんび,終戦日・敗戦日・敗戦忌・八月十五日
1701,秋,秋分の日,しゅうぶんのひ,
1702,秋,秋冷,しゅうれい,
1703,秋,生姜,しょうが,新生姜・葉生姜・薑
1704,秋,生姜市,しょうがいち,だらだらまつり
1705,秋,障子洗う,しょうじあらう,障子貼る・障子の貼替
1706,秋,処暑,しょしょ,
1707,秋,不知火,しらぬい,竜燈
1708,秋,震災記念日,しんさいきねんび,震災忌・防災の日
1709,秋,新酒,しんしゅ,今年酒・早稲酒・新走・利酒・聞酒
1710,秋,新蕎麦,しんそば,走り蕎麦
1711,秋,新松子,しんちぢり,青松毬
1712,秋,新豆腐,しんどうふ,
1713,秋,新米,しんまい,今年米・早稲の飯
1714,秋,新涼,しんりょう,初涼・涼新た・秋涼し・秋涼
1715,秋,新藁,しんわら,今年藁
1716,秋,地芝居,じしばい,地狂言・村芝居
1717,秋,地蔵盆,じぞうぼん,地蔵会・地蔵詣・六地蔵詣・地蔵幡
1718,秋,時代祭,じだいまつり,平安祭
1719,秋,自然薯,じねんじょ,山の芋・山芋
1720,秋,馬鈴薯,じゃがいも,ばれいしょ
1721,秋,十月,じゅうがつ,
1722,秋,熟柿,じゅくし,
1723,秋,数珠玉,じゅずだま,ずずこ
1724,秋,水巴忌,すいはき,白日忌
1725,秋,杉の実,すぎのみ,杉鉄砲
1726,秋,冷まじ,すさまじ,
1727,秋,素十忌,すじゅうき,金風忌
1728,秋,芒,すすき,薄・尾花・花芒・鬼芒・糸芒・十寸穂の芒
1729,秋,鱸,すずき,すずき網
1730,秋,鈴虫,すずむし,月鈴子
1731,秋,硯洗,すずりあらい,机洗
1732,秋,酸橘,すだち,木酢
1733,秋,相撲,すもう,角力・宮相撲・草相撲・秋場所・九月場所
1734,秋,芋茎,ずいき,いもがら
1735,秋,背高泡立草,せいたかあわだちそう,大泡立草・泡立草・秋の麒麟草
1736,秋,施餓鬼,せがき,施餓鬼会・施餓鬼寺・施餓鬼幡・川施餓鬼・船施餓鬼
1737,秋,鶺鴒,せきれい,石たたき・庭たたき・黄鶺鴒・背黒鶺鴒
1738,秋,宗祇忌,そうぎき,
1739,秋,霜降,そうこう,
1740,秋,添水,そうづ,僧都・ばつたんこ・鹿威し
1741,秋,そぞろ寒,そぞろさむ,
1742,秋,藁麦刈,そばかり,刈藁麦・藁麦干す
1743,秋,蕎麦の花,そばのはな,花蕎麦
1744,秋,雑木紅葉,ぞうきもみじ,
1745,秋,体育の日,たいいくのひ,
1746,秋,台風,たいふう,颱風・颱風圏・颱風裡・颱風禍・颱風の眼
1747,秋,高きに登る,たかきにのぼる,登高
1748,秋,鷹渡る,たかわたる,落鷹・鷹柱・はぐれ鷹
1749,秋,茸狩,たけがり,茸狩・茸とり・菌狩・茸篭・茸筵・茸山
1750,秋,竹伐,たけきる,
1751,秋,竹の春,たけのはる,
1752,秋,橘,たちばな,
1753,秋,立待月,たちまちづき,立待・十七夜
1754,秋,龍田姫,たつたひめ,
1755,秋,蓼の花,たでのはな,蓼の穂・穂蓼・大毛蓼
1756,秋,七夕,たなばた,七夕祭・星祭・星合・星迎・星今宵・二星・牽牛・織女・七夕竹・七夕流し・願ひの糸・七夕雨･洗車雨
1757,秋,種採,たねとり,
1758,秋,種茄子,たねなす,種茄子
1759,秋,煙草の花,たばこのはな,花煙草
1760,秋,魂祭,たままつり,
1761,秋,大豆,だいず,新大豆・みそ豆
1762,秋,橙,だいだい,回青燈・かぶす
1763,秋,大文字,だいもんじ,大文字の火・精霊送火・妙法の火・船形の火・鳥居形の火
1764,秋,蛇笏忌,だこつき,山廬忌
1765,秋,茶立虫,ちゃたてむし,あづきあらひ
1766,秋,中元,ちゅうげん,お中元・中元贈答・盆礼・盆見舞
1767,秋,仲秋,ちゅうしゅう,中秋・秋半ば・仲の秋
1768,秋,重陽,ちょうよう,重九・菊の節句・菊の日・今日の菊・菊酒・重陽の宴・菊の宴
1769,秋,月,つき,初月・二日月・三日月・新月・弦月・夕月・宵月・夕月夜・有明月・昼の月・遅月・月白・月夜・月の出・月光・月明り・月影
1770,秋,月見,つきみ,観月・月祭・月の宴・月を待つ・月見酒・月見団子
1771,秋,鶫,つぐみ,
1772,秋,蔦,つた,蔦かづら・蔦紅葉・錦蔦
1773,秋,椿の実,つばきのみ,
1774,秋,燕帰る,つばめかえる,帰燕・去ぬ燕・秋燕・秋燕
1775,秋,露,つゆ,白露・朝露・夜露・露の玉・露けし・露時雨・露葎・芋の露
1776,秋,露草,つゆくさ,月草・蛍草
1777,秋,露寒,つゆさむ,露寒し
1778,秋,蔓梅擬,つるうめもどき,つるもどき
1779,秋,鶴来る,つるきたる,鶴渡る・田鶴渡る
1780,秋,釣瓶落し,つるべおとし,秋の落日
1781,秋,汀女忌,ていじょき,
1782,秋,照葉,てりは,照紅葉
1783,秋,燈火親しむ,とうかしたしむ,燈火親し・燈下親し
1784,秋,冬瓜,とうが,冬瓜（とうがん）・かもうり・冬瓜汁
1785,秋,唐辛子,とうがらし,蕃椒・鷹の爪
1786,秋,玉蜀黍,とうもろこし,もろこし・南蛮黍
1787,秋,灯籠,とうろう,盆灯籠・切子灯籠・絵灯籠・高灯籠・花灯籠
1788,秋,灯籠流し,とうろうながし,流燈・流燈会・精霊流し・精霊舟
1789,秋,十日夜,とおかんや,とおかや
1790,秋,木賊刈る,とくさかる,砥草刈る
1791,秋,年尾忌,としおき,
1792,秋,橡の実,とちのみ,栃の実
1793,秋,鳥威し,とりおどし,威銃
1794,秋,鳥兜,とりかぶと,鳥頭・兜花
1795,秋,とろろ汁,とろろじる,とろろ・いも汁・麦とろ
1796,秋,道元忌,どうげんき,
1797,秋,毒茸,どくたけ,笑い茸・けむり茸・月夜茸
1798,秋,団栗,どんぐり,櫟の実
1799,秋,中稲,なかて,
1800,秋,薯蕷,ながいも,長薯
1801,秋,長月,ながつき,菊月
1802,秋,梨,なし,有の実・水梨・洋梨　ラ・フランス
1803,秋,刀豆,なたまめ,鉈豆
1804,秋,棗の実,なつめのみ,棗
1805,秋,撫子,なでしこ,川原撫子・大和撫子
1806,秋,ななかまど,ななかまど,七竃
1807,秋,鳴子,なるこ,引板・ひきいた・鳴竿・鳴子縄・鳴子綱
1808,秋,南天の実,なんてんのみ,実南天
1809,秋,南蛮煙管,なんばんぎせる,
1810,秋,苦瓜,にがうり,茘枝・蔓茘枝・錦茘枝
1811,秋,濁り酒,にごりざけ,どぶろく・濁酒
1812,秋,錦木,にしきぎ,錦木紅葉
1813,秋,二百十日,にひゃくとおか,厄日・二百二十日
1814,秋,白膠木紅葉,ぬるでもみじ,
1815,秋,根釣,ねづり,岸釣
1816,秋,佞武多,ねぶた,ねぷた・ねぶた祭・跳人
1817,秋,野菊,のぎく,紺菊
1818,秋,後の月,のちのつき,十三夜・名残の月・後の今宵・後の名月・豆名月・栗名月
1819,秋,野分,のわき,野分・野分立つ・野分中・野分後・夕野分・野分雲・野分晴
1820,秋,墓参,はかまいり,墓詣・墓参・展墓・掃苔・墓洗ふ
1821,秋,萩,はぎ,萩の花・白萩・小萩・山萩・野萩・こぼれ萩・乱れ萩・萩原・萩叢
1822,秋,萩刈る,はぎかる,
1823,秋,白露,はくろ,
